"§ø¨½¥N½X","¿¤¥«¥N½X.x","¿¤¥«¦WºÙ.x","¶mÂí¥«°Ï¥N½X.x","¶mÂí¥«°Ï¦WºÙ.x","§ø¨½¦WºÙ.x","X104§ß¾i¤ñ","X104§ß¥®¤ñ","X104§ß¦Ñ¤ñ","X104¦Ñ¤Æ«ü¼Æ","X104§ß¨à¤ñ","X105§ß¾i¤ñ","X105§ß¥®¤ñ","X105§ß¦Ñ¤ñ","X105¦Ñ¤Æ«ü¼Æ","X105§ß¨à¤ñ","X106§ß¾i¤ñ","X106§ß¥®¤ñ","X106§ß¦Ñ¤ñ","X106¦Ñ¤Æ«ü¼Æ","X106§ß¨à¤ñ","X107§ß¾i¤ñ","X107§ß¥®¤ñ","X107§ß¦Ñ¤ñ","X107¦Ñ¤Æ«ü¼Æ","X107§ß¨à¤ñ","X108§ß¾i¤ñ","X108§ß¥®¤ñ","X108§ß¦Ñ¤ñ","X108¦Ñ¤Æ«ü¼Æ","X108§ß¨à¤ñ","X109§ß¾i¤ñ","X109§ß¥®¤ñ","X109§ß¦Ñ¤ñ","X109¦Ñ¤Æ«ü¼Æ","X109§ß¨à¤ñ","110§ß¾i¤ñ","110§ß¥®¤ñ","110§ß¦Ñ¤ñ","110¦Ñ¤Æ«ü¼Æ","110§ß¨à¤ñ"
"10015020-006",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","¤s¿³¨½",46.45,8.74,37.7,431.25,4.91803278688525,44.72,7.86,36.86,468.97,4.6070460704607,45.43,7.8,37.63,482.76,5.10752688172043,43.41,7.49,35.92,479.31,4.39276485788114,49.2,8.78,40.43,460.61,4.52127659574468,47.099,8.047,39.064,485.298,4.40699136008023,47.518,8.018,39.516,492.204,4.30621200059416
"10015020-007",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","¤jºa¨½",45.16,14.07,31.09,221.01,9.98980632008155,47.31,14.6,32.71,224.11,10.351966873706,47.31,13.56,33.75,248.85,9.3167701863354,48.09,14.42,33.68,233.57,9.68074150360453,48.36,14.58,33.78,231.69,9.03490759753593,49.4,14.498,34.907,241.092,8.90053165169486,50.118,14.582,35.542,244.174,8.64242937017558
"10015020-008",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","¥_ªL¨½",54.09,15.14,38.94,257.14,8.65384615384615,54.9,13.73,41.18,300,8.33333333333333,52.71,12.56,40.15,319.61,7.88177339901478,54,13.25,40.75,307.55,7.75,55.53,13.37,42.16,315.38,7.45501285347044,54.84,12.404,42.439,337.145,7.12049316770752,55.038,12.002,43.04,349.548,6.82239317429904
"10015020-009",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","«n¥­¨½",61.42,11.02,50.39,457.14,7.08661417322835,59.89,11.08,48.81,440.48,6.86015831134565,58.13,8.8,49.33,560.61,6.13333333333333,60.66,8.47,52.19,616.13,6.01092896174863,63.2,9.27,53.93,581.82,5.0561797752809,61.959,7.895,54.068,658.739,4.75641346733978,62.392,7.28399999999999,55.114,701.240000000001,4.26540365279059
"10015020-010",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","ªLºa¨½",52.79,13.61,39.18,287.95,9.18032786885246,53.42,14.66,38.76,264.44,9.28338762214984,56.5,15.67,40.83,260.64,9.33333333333333,59.49,16.95,42.54,251,10.3389830508475,59.97,17.18,42.78,249,10.1374570446735,62.563,18.443,44.112,235.204,10.5456539180733,64.6060000000001,19.386,45.21,226.07,10.8426392961072
"10015020-011",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","ªø¾ô¨½",51.54,13.75,37.78,274.76,10.9479305740988,51.29,11.02,40.27,365.43,8.70748299319728,51.72,10.9,40.83,374.68,8.13793103448276,54.07,10.53,43.54,413.33,7.02247191011236,56.5,11.68,44.82,383.75,7.15328467153285,56.834,10.187,46.653,442.154,5.61152937021977,58.1040000000001,9.724,48.388,468.742,4.68409908139807
"10015020-012",10015,"ªá½¬¿¤",10015020,"»ñªLÂí","´Ëºa¨½",77.59,6.9,70.69,1025,5.17241379310345,72.88,6.78,66.1,975,6.77966101694915,68.33,5,63.33,1266.67,3.33333333333333,65.52,5.17,60.34,1166.67,1.72413793103448,62.07,5.17,56.9,1100,0,57.7579999999999,4.28299999999999,53.4699999999999,1209.169,-1.21819598675239,53.9179999999999,3.77599999999999,50.1359999999999,1243.336,-2.75823105396458
"10015030-001",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¤¤«°¨½",38.96,19.97,18.99,95.08,15.1442307692308,39.37,19.81,19.56,98.78,14.2668718399648,40.37,19.21,21.17,110.19,13.9901034637877,41.25,19.3,21.94,113.68,14.2499430912816,41.97,19.01,22.97,120.84,13.6478131440348,42.754,18.731,24.028,127.64,13.3568632619374,43.544,18.488,25.062,134.282,13.0558868620299
"10015030-002",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","±Ò¼Ò¨½",42.58,18.56,24.02,129.43,14.4257703081232,42.03,17.5,24.54,140.24,13.0867709815078,40.03,16.2,23.83,147.16,11.8104667609618,38.63,14.5,24.14,166.5,10.3752759381898,38.83,13.44,25.39,188.95,9.35412026726058,37.15,12.068,25.086,198.046,7.95404231369565,36.06,10.744,25.32,212.576,6.66856280119131
"10015030-003",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¥Ã©÷¨½",43.53,14.79,28.74,194.34,10.4186046511628,44.57,14.45,30.12,208.5,9.63172804532578,47.3,14.13,33.17,234.72,10.4023552502453,49.9,14.98,34.92,233.11,10.9311740890688,52.85,15.43,37.42,242.47,11.7336152219873,54.821,15.299,39.5220000000001,258.889,11.8023356071756,57.2180000000001,15.48,41.7380000000001,270.976,12.1952823257148
"10015030-004",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","®õ©÷¨½",55.62,10.33,45.28,438.26,6.64869721473495,57.36,10.01,47.35,473.08,6.44850818094321,56.33,9.42,46.91,497.92,6.47693817468106,57.41,8.78,48.62,553.49,5.61797752808989,59.39,9.39,50,532.58,5.69620253164557,59.499,8.653,50.845,579.781,5.3570087203093,60.258,8.342,51.916,606.686000000001,5.08345671840609
"10015030-005",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","°êªZ¨½",43.13,14.7,28.43,193.42,11.4119922630561,46.08,15.09,30.98,205.26,11.0228401191658,46.11,14.21,31.9,224.46,10.7361963190184,47.52,15.5,32.02,206.67,10.5371900826446,50.43,15.22,35.22,231.43,10.1086956521739,51.466,15.379,36.096,235.477,9.83570990972606,53.07,15.524,37.558,243.22,9.5264855838975
"10015030-006",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","·½«°¨½",41.28,14.01,27.26,194.56,10.2955195424214,42.43,13.98,28.45,203.47,9.70873786407767,42.5,13.31,29.2,219.4,8.93743793445879,42.67,12.75,29.92,234.65,8.83534136546185,44.04,12.54,31.5,251.24,8.70466321243523,44.312,12.067,32.251,264.026,8.07980723619453,44.888,11.65,33.246,278.48,7.67429632033571
"10015030-007",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","ªø¨}¨½",46.68,17.27,29.41,170.33,12.7134724857685,45.07,16.39,28.68,175,11.5456238361266,43.79,15.87,27.92,175.9,11.472275334608,42.05,14.39,27.65,192.11,9.46969696969697,40.69,13.44,27.26,202.86,8.25335892514395,39.156,12.574,26.585,207.891,7.39203931396514,37.656,11.608,26.052,216.108,6.29242391519728
"10015030-008",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¼Ö¦X¨½",39.8,10.7,29.1,272.09,8.45771144278607,41.99,11.18,30.81,275.56,7.95031055900621,42.89,11.17,31.73,284.09,7.99492385786802,43.3,10.92,32.38,296.43,7.54226267880364,44.27,9.87,34.4,348.65,6.93333333333333,45.525,10.192,35.335,347.561,6.73866714462703,46.55,9.99999999999999,36.552,364.96,6.39298673471622
"10015030-009",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","ªFÂ×¨½",48.96,17.78,31.18,175.32,10.8545034642032,46.96,15.89,31.07,195.59,9.34579439252336,48.07,14.25,33.82,237.29,9.42028985507246,48.89,14,34.89,249.12,9.09090909090909,49.37,13.53,35.84,264.81,8.02005012531328,49.275,11.973,37.302,294.179,7.56917179178603,49.55,10.934,38.616,317.43,6.97679259384661
"10015030-010",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","Æ[­µ¨½",42.71,13.87,28.84,208,10.0633914421553,44.87,14.5,30.37,209.39,10.4166666666667,45.12,13.58,31.54,232.34,9.67479674796748,45.52,13.24,32.27,243.67,8.96898575020955,46.89,13.32,33.56,251.95,8.13148788927336,47.725,12.994,34.718,265.724,7.85761929258816,48.626,12.758,35.852,277.942,7.32647049036606
"10015030-011",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","ªQ®ú¨½",37.91,15,22.91,152.76,9.34438583270535,37.39,14.14,23.24,164.32,8.48623853211009,36.14,12.41,23.73,191.19,7.72833723653396,35.57,12.15,23.42,192.86,7.72870662460568,36.21,11.07,25.14,227.21,7.56712774613507,35.078,9.99899999999998,25.08,238.9,6.87734477022453,34.556,9.01399999999998,25.544,256.644,6.44613996216003
"10015030-012",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¬K¤é¨½",48.9,16.3,32.6,200,10.5726872246696,51.2,16.92,34.28,202.65,10.6287425149701,47.58,15.81,31.77,200.93,10.2489019033675,46.76,15.44,31.32,202.86,10.7352941176471,45.49,15.21,30.28,199.03,10.6351550960118,44.608,14.838,29.77,200.575,10.6336023749416,43.482,14.472,29.01,200.402,10.6567511094778
"10015030-013",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¼wªZ¨½",46.98,17.46,29.53,169.16,13.5399673735726,45.9,16.08,29.82,185.42,11.3902847571189,45.87,14.67,31.2,212.64,10.6239460370995,43.51,13.64,29.87,219.05,10.3896103896104,42.81,12.23,30.58,250,8.7603305785124,41.795,10.946,30.845,265.847,7.77284343989407,40.722,9.65599999999998,31.06,285.378,6.71684864413119
"10015030-014",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¤T¥Á¨½",50.81,14.87,35.94,241.58,9.27835051546392,53.89,15.42,38.47,249.5,10.0763358778626,51.91,13.89,38.02,273.63,9.16030534351145,51.52,14.44,37.08,256.84,9.87841945288754,53.03,13.69,39.35,287.5,9.02021772939347,52.853,13.46,39.401,291.564,9.26847118468901,53.06,13.126,39.944,301.482,9.19705298497741
"10015030-015",10015,"ªá½¬¿¤",10015030,"¥É¨½Âí","¤j¬ê¨½",50.53,18.51,32.03,173.08,11.9810201660735,51.27,17.73,33.53,189.12,11.5802171290712,51.06,18.2,32.86,180.52,12.5295508274232,49.76,16.95,32.82,193.66,11.3365155131265,48.67,15.7,32.97,210,11.1111111111111,48.689,15.498,33.193,212.79,11.1126270316002,48.166,14.858,33.31,220.628,10.9142750590133
"10015040-001",10015,"ªá½¬¿¤",10015040,"·s«°¶m","·s«°§ø",44.34,16.56,27.78,167.8,11.599625818522,45.97,16.41,29.56,180.12,11.5163147792706,45.89,14.71,31.17,211.84,9.87415295256534,47.42,14.88,32.54,218.67,10.218253968254,47.09,14.63,32.46,221.92,9.91983967935872,48.227,13.821,34.404,244.107,9.22834751279118,48.922,13.282,35.638,258.786,8.76258420385686
"10015040-002",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¶¶¦w§ø",37.27,15.06,22.21,147.41,9.61038961038961,36.66,13.27,23.39,176.24,8.40998685939553,39.17,14.21,24.97,175.73,9.24137931034483,42.26,14.78,27.48,185.85,10.0418410041841,43.78,14.55,29.23,200.96,10.6293706293706,45.414,14.521,30.895,212.251,10.6875383375621,47.276,14.57,32.7080000000001,223.922,11.0545199558372
"10015040-003",10015,"ªá½¬¿¤",10015040,"·s«°¶m","±d¼Ö§ø",32.03,15.07,16.96,112.5,10.0800753650495,30.72,13.43,17.3,128.82,8.85780885780886,31.14,12.82,18.32,142.86,8.36073273837482,31.99,12.85,19.14,148.9,8.69565217391304,33.37,12.79,20.58,160.9,8.41346153846154,33.035,11.85,21.184,173.86,7.83293083360002,33.43,11.336,22.092,185.548,7.48339239989285
"10015040-004",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¥_®H§ø",30.36,16.37,13.99,85.44,11.3440551407237,30.54,15.88,14.66,92.32,10.7173235043947,31.48,16.02,15.46,96.46,10.805445263755,32.11,16.13,15.99,99.13,10.7978573442346,32.53,15.55,16.98,109.19,10.7593163351079,33.177,15.573,17.609,112.801,10.5581163862257,33.768,15.434,18.34,118.232,10.4492220090865
"10015040-005",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¨ÎªL§ø",30.1,16.53,13.57,82.07,11.2884834663626,33.29,18.38,14.91,81.13,11.7919075144509,30.54,14.47,16.07,111.11,9.41446613088404,32.19,14.27,17.92,125.6,9.81735159817351,30.58,13.7,16.87,123.14,8.83352208380521,31.298,12.539,18.751,142.593,8.1638025543176,31.284,11.562,19.712,155.254,7.47535468617838
"10015040-006",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¹Å¨½§ø",32.36,19.78,12.58,63.62,9.99126128750364,32.48,19.48,13,66.77,9.70845481049563,32.43,18.92,13.51,71.43,9.16568742655699,33.13,18.39,14.74,80.13,9.07751252578839,33.32,18.17,15.16,83.41,9.30576070901034,33.515,17.655,15.868,88.9540000000001,8.84915231936284,33.772,17.224,16.558,94.2480000000002,8.64895797519346
"10015040-007",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¹Å·s§ø",43.1,15.67,27.43,175,9.98134328358209,45.37,18.8,26.57,141.38,11.5740740740741,47.15,19.51,27.64,141.63,11.8580765639589,37.19,17.17,20.02,116.58,11.0192837465565,36.7,15.54,21.16,136.2,10.0095328884652,35.6079999999999,16.771,18.837,111.438,10.7389387760019,33.5099999999999,16.582,16.928,101.198,10.6890976642268
"10015040-008",10015,"ªá½¬¿¤",10015040,"·s«°¶m","¤jº~§ø",32.19,17.01,15.19,89.31,11.1639982691476,33.54,17.14,16.4,95.64,10.989010989011,34.22,16.98,17.24,101.57,10.9333333333333,34.93,17.02,17.92,105.28,10.6870229007634,36.21,17.21,19,110.34,10.7762557077626,37.047,17.156,19.892,115.938,10.5866822766983,37.99,17.184,20.806,121.108,10.4789349555965
"10015050-001",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¥_©÷§ø",36.96,20.72,16.24,78.36,15.1219512195122,39.03,21.71,17.32,79.8,15.8986539984165,41.32,22.58,18.73,82.95,16.9687249398557,43.9,23.48,20.42,86.97,18.0166912125675,47.64,25.51,22.13,86.77,18.7716120533509,49.639,26.205,23.432,90.167,19.7807343492891,52.2620000000001,27.34,24.92,92.5660000000001,20.7224702374719
"10015050-002",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","³Ó¦w§ø",28.52,14.84,13.68,92.21,10.0113250283126,30.1,15.06,15.04,99.85,10.2054639873561,32.62,15.8,16.82,106.47,10.7751761764037,33.73,15.71,18.02,114.68,10.7727797001153,34.31,15.34,18.98,123.72,11.144578313253,36.419,15.845,20.582,130.741,11.4320113258801,37.94,16.01,21.94,138.526,11.7153935541441
"10015050-003",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¤Ó©÷§ø",29.18,13.51,15.67,116.03,8.10975609756098,29.6,12.82,16.78,130.88,7.70401948842875,30.39,12.9,17.49,135.53,8.40922890103218,31.3,12.37,18.93,152.97,7.81010719754977,32.2,12.18,20.02,164.47,7.63288009888752,32.856,11.823,21.033,175.667,7.67889907022407,33.63,11.512,22.118,187.564,7.59413264140148
"10015050-004",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¥Ã¦w§ø",28.42,11.88,16.54,139.18,7.3632918245804,29.72,11.6,18.12,156.24,7.4235807860262,30.43,10.56,19.87,188.25,6.25689084895259,30.52,9.52,21,220.59,5.99271912629516,31.72,9.51,22.2,233.43,6.02510460251046,32.382,8.56799999999998,23.806,263.393,5.38014660651167,33.122,7.88599999999998,25.226,288.678,4.96942299612458
"10015050-005",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¼yÂ×§ø",25.86,11.35,14.5,127.76,6.75349734684033,26.29,10.93,15.35,140.44,6.20343375445416,26.32,10.05,16.27,161.91,5.79804560260586,27.06,9.82,17.25,175.71,5.91910555738244,27.86,9.38,18.48,197.02,5.76036866359447,28.109,8.791,19.328,212.705,5.40571451590641,28.586,8.28599999999999,20.314,230.084000000001,5.17865595955007
"10015050-006",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¦N¦w§ø",26.12,12.1,14.02,115.9,7.26806327490381,26.66,11.67,14.99,128.52,7.01642141181489,28.03,11.98,16.05,133.93,7.51123475283544,29.45,12,17.44,145.32,7.70725388601036,31.11,11.89,19.22,161.59,7.62766645119586,32.105,11.901,20.199,169.506,7.84913960338594,33.382,11.892,21.484,180.324,7.9901434860639
"10015050-007",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","ºÖ¿³§ø",28.7,13.06,15.64,119.76,7.89676425269646,30.36,13.97,16.39,117.26,8.11638591117917,29.34,12.26,17.07,139.25,7.06646294881589,29.92,11.76,18.16,154.43,7.05474171164225,30.48,11.39,19.08,167.46,7.02974121282348,30.696,10.823,19.863,179.403,6.59411212364658,31.008,10.268,20.728,192.66,6.31454309571829
"10015050-008",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","«nµØ§ø",38.96,12.21,26.75,219.11,8.16485225505443,39.29,12,27.29,227.45,7.6078431372549,38.86,11.42,27.44,240.41,8.05316653635653,39.41,10.99,28.42,258.7,7.88216560509554,39.46,9.74,29.71,304.92,6.38977635782748,39.532,9.48699999999998,30.037,310.979,6.63681198033379,39.644,8.89199999999998,30.742,331.266,6.30922904767246
"10015050-009",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¤z«°§ø",24.25,9.06,15.19,167.62,6.12597066436583,24.54,8.79,15.75,179.21,5.83115752828547,25.77,8.83,16.95,192,6.09002647837599,27.04,9.13,17.91,196.12,6.02836879432624,28.53,9.06,19.47,215,5.2536231884058,29.344,9.076,20.27,223.491,5.40158422498807,30.45,9.11,21.342,234.658,5.24683585640014
"10015050-010",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¥Ã¿³§ø",33.15,16.69,16.46,98.59,11.1940298507463,33.49,15.9,17.59,110.64,10.3896103896104,32.62,14.2,18.43,129.81,9.09450375642546,31.34,12.27,19.07,155.41,7.9646017699115,32.62,12.37,20.24,163.61,8.11359026369168,31.681,10.605,21.07,184.055,6.77550086793461,31.36,9.37799999999996,21.974,201.536,5.9169120885538
"10015050-011",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","½_­»§ø",30.53,15.4,15.12,98.18,10.5263157894737,31.93,15.75,16.18,102.67,10.4210526315789,31.39,14.73,16.66,113.06,10.4968509447166,31.91,13.94,17.97,128.9,9.6969696969697,32.68,13.8,18.88,136.81,9.65765765765766,32.972,13.221,19.755,146.971,9.42134958460692,33.4,12.72,20.686,157.32,9.17520966478279
"10015050-012",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","«n©÷§ø",29.46,17.85,11.61,65.04,12.6652564780539,30.9,18.23,12.67,69.49,13.0157040191642,31.46,17.25,14.21,82.37,12.2712594187298,33.75,18.08,15.68,86.73,13.2769901853871,34.12,17.41,16.71,95.94,13.012768269492,35.589,17.455,18.139,103.626,13.1352885988951,36.806,17.352,19.46,111.53,13.230919573805
"10015050-013",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","©y©÷§ø",34.25,17.45,16.8,96.28,12.0665351000846,34.52,16.98,17.54,103.33,11.8926553672316,36.45,16.84,19.61,116.44,11.9040822152441,37.77,16.44,21.33,129.73,12.1445497630332,39.57,16.43,23.15,140.92,11.8143459915612,40.679,16.054,24.633,152.044,11.8886885410574,42.068,15.796,26.282,163.612,11.8634401589329
"10015050-014",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¤¯¨½§ø",31.03,13.06,17.97,137.63,8.79880440874276,32.73,13.08,19.65,150.22,8.40336134453782,34.54,12.99,21.56,166.02,8.12341339582113,35.13,12.44,22.69,182.31,8.09907607627285,36.73,12.52,24.21,193.34,8.03730898987894,38.172,12.302,25.872,208.957,7.74421001125291,39.552,12.13,27.424,223.308,7.56148240065365
"10015050-015",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","ªF©÷§ø",26.9,11.18,15.72,140.63,6.59614187927816,27.41,10.68,16.73,156.56,6.18811881188119,27.87,10.4,17.47,167.98,5.79531442663379,28.23,10.02,18.21,181.65,5.99297375490804,29.78,10.14,19.64,193.79,5.77124868835257,30.012,9.66199999999999,20.35,207.545,5.51528008056345,30.67,9.38799999999999,21.282,220.686,5.33078693668102
"10015050-016",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¤¯¦w§ø",25.05,10.87,14.18,130.41,6.86372745490982,26.62,11.38,15.24,133.91,6.59501709819248,26.76,10.2,16.56,162.38,5.82807187955318,28.45,10.18,18.27,179.43,5.55284948855334,28.24,9.12,19.12,209.68,5.09803921568627,29.487,8.94,20.547,224.380000000001,4.61547780095314,30.308,8.46999999999999,21.838,244.786000000001,4.15812339214451
"10015050-017",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¤¯©M§ø",24.8,11.27,13.53,120.04,6.33439725018414,26.25,11.33,14.91,131.58,6.31369624658215,26.86,10.56,16.3,154.39,5.46639919759278,27.1,9.89,17.21,174.09,5.17418032786885,28.31,10.13,18.18,179.55,5.42199488491049,29.025,9.52,19.506,200.389,4.8528373866495,29.812,9.148,20.666,216.542,4.55640532172343
"10015050-018",10015,"ªá½¬¿¤",10015050,"¦N¦w¶m","¥úµØ§ø",25.64,11.69,13.95,119.39,8.22898032200358,26.61,11.67,14.94,128.06,8.39285714285714,26.38,11.41,14.98,131.31,7.89170506912442,26.96,11.18,15.78,141.24,7.37327188940092,27.21,10.36,16.85,162.57,6.60104226983208,27.607,10.317,17.292,166.376,6.41493293130385,27.956,10.002,17.956,176.33,5.98738679552392
"10015060-001",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¾ð´ò§ø",37.46,9.97,27.49,275.86,5.15463917525773,38.6,11.23,27.37,243.75,4.91228070175439,37.54,10.18,27.37,268.97,5.26315789473684,38.57,8.93,29.64,332,5.35714285714286,36.07,6.79,29.29,431.58,3.92857142857143,36.805,6.82199999999997,29.993,430.339000000001,4.32097641009741,36.524,5.95599999999997,30.58,470.308000000001,4.12024907629899
"10015060-002",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","·Ë¤f§ø",46,12.18,33.83,277.78,9.59409594095941,47.77,12.28,35.48,288.89,9.05707196029777,49.74,11.61,38.14,328.57,8.92857142857143,47.92,10.44,37.48,359.04,7.29559748427673,48.04,10.24,37.8,369.14,6.57395701643489,49.163,9.63399999999999,39.528,400.545000000001,5.94933306858699,49.586,9.06199999999998,40.522,425.832,5.16915783607999
"10015060-003",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","Â×¤s§ø",40.73,14.86,25.87,174.06,10.3233830845771,42.66,14.43,28.22,195.56,9.55740859525337,42.76,14.1,28.65,203.2,9.33676754668384,43.19,14.15,29.03,205.14,9.39153439153439,44.05,13.38,30.68,229.29,8.58108108108108,44.829,13.212,31.619,237.462,8.34289147661264,45.546,12.888,32.662,249.466,7.97784365554154
"10015060-004",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","Â×¸Ì§ø",34.96,13.72,21.24,154.82,8.59504132231405,34.24,12.57,21.67,172.37,7.52688172043011,36.55,12.64,23.91,189.19,8.45431255337319,36.87,12.43,24.43,196.5,8.43478260869565,38.45,12.58,25.87,205.67,8.65298840321142,39.097,12.062,27.03,221.459,8.63993983662297,40.058,11.82,28.232,234.042,8.742319341629
"10015060-005",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","Â×©W§ø",38.48,14.91,23.57,158.04,9.85352862849534,40.9,15.49,25.41,164.04,10.5978260869565,38.41,13.64,24.77,181.55,8.74172185430464,39.95,13.13,26.81,204.17,7.79753761969904,40.83,13.19,27.64,209.47,8.33333333333333,40.839,12.332,28.502,226.351,7.31258578728331,41.214,11.752,29.456,240.65,6.72851788152516
"10015060-006",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¦@©M§ø",36.06,14.14,21.91,154.93,8.76494023904383,35.7,13.05,22.65,173.53,7.67754318618042,35.76,13.54,22.22,164.1,8.15972222222222,37.7,12.74,24.96,195.89,9.07504363001745,36.22,11.05,25.17,227.69,7.48299319727891,36.984,10.957,26.031,233.592,7.88213040304072,37.216,10.308,26.914,250.38,7.76549103907144
"10015060-007",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¹ØÂ×§ø",39.01,15.91,23.09,145.12,10.880829015544,41.7,17.2,24.5,142.49,11.2915129151292,41.59,15.86,25.73,162.26,10.3216155572177,41.77,15.64,26.14,167.14,10.5733432613552,43.05,15.79,27.27,172.73,10.8761329305136,43.869,15.54,28.346,181.909,10.5704181888015,44.684,15.36,29.346,189.896,10.497662006418
"10015060-008",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¥úºa§ø",42.48,14.11,28.37,201.09,8.58895705521472,42.06,13.77,28.29,205.49,8.32072617246596,42.08,13.88,28.21,203.26,7.84313725490196,43.42,13.17,30.25,229.76,8.46394984326019,47.95,14.29,33.66,235.63,8.70279146141215,47.2880000000001,13.772,33.518,243.051,8.49518010240773,48.518,13.748,34.772,252.386,8.53226935072664
"10015060-009",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¦À«n§ø",41.64,10.25,31.39,306.15,7.72870662460568,42.18,10.58,31.6,298.51,7.58293838862559,41.98,9.59,32.4,337.93,7.10743801652893,41.6,8.15,33.45,410.42,5.94227504244482,42.76,8.79,33.97,386.27,6.20689655172414,42.53,7.867,34.665,429.501,5.50836587720266,42.696,7.332,35.366,456.716,5.03993752800828
"10015060-010",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¥­©M§ø",34.49,11.61,22.89,197.14,6.6334991708126,35.41,11.21,24.2,215.79,5.90219224283305,35.2,10.6,24.6,232,5.08905852417303,35.82,10.11,25.71,254.24,5.1413881748072,37.31,11.58,25.73,222.22,5.83190394511149,37.461,10.674,26.783,250.861,5.01041005571905,38.066,10.558,27.502,259.722,4.77401060377624
"10015060-011",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","§Ó¾Ç§ø",32.35,15.23,17.12,112.46,9.53221535745808,32.78,14.95,17.83,119.22,8.84598114054782,34.13,14.59,19.54,133.96,9.26605504587156,33.97,14.86,19.11,128.57,9.48509485094851,34.4,14.71,19.69,133.85,9.64237211407877,35.113,14.529,20.584,141.251,9.61217186887357,35.642,14.416,21.226,146.464,9.69811459123778
"10015060-012",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¦Ì´Ì§ø",38.65,9.66,28.99,300,3.86473429951691,44.95,12.12,32.83,270.83,6.06060606060606,44.22,11.06,33.17,300,6.03015075376884,45.69,9.64,36.04,373.68,5.58375634517767,45.36,7.22,38.14,528.57,4.63917525773196,48.022,7.73199999999999,40.287,522.613000000002,5.5572942036608,49.438,6.99599999999997,42.438,578.612000000002,5.66449742376096
"10015060-013",10015,"ªá½¬¿¤",10015060,"¹ØÂ×¶m","¤ë¬Ü§ø",38.18,15.53,22.65,145.87,9.25925925925926,36.95,14.1,22.85,162,9.02679830747532,37.48,14.14,23.34,165,8.76944837340877,36.84,13.23,23.61,178.49,7.96586059743954,39.26,13.04,26.22,201.14,7.11111111111111,38.357,12.253,26.104,208.609,6.81932532783916,38.562,11.668,26.894,221.312,6.28360192720595
